Company,Title,Category,Location,Responsibilities,Minimum Qualifications,Preferred Qualifications
Google,"Policy Lead, Extended Workforce Solutions",People Operations,Singapore,"needed, impacts, proactively, accelerate, ecosystem, mitigate, Google, identify, extended, supporting, TVC, Monitor, Educate, Consult, intended, business, client, workforce, partner, Vendor, labor, Temp, expert, partners, risk, multiple, relationships, Drive, policy, adjust, policies, impact, create, internal, around, across, scale, legislation, external, teams, Contractor, contingent, strategy, Develop, subject, matter, maintenance, groups, creation, order, areas, maintain","degree, equivalent, experience, practical, responding, inquiries, recommendations, topics, BABS, policy, strategy, Experience, crafting, creating, similar, media","needed, change, impacts, clients, organizational, crossfunctional, barriers, stakeholders, Degree, identify, writtenverbal, Excellent, skills, problem, implementation, new, analytical, Experience, Advanced, management, environment, address, JD, work, transformation, partners, relationships, policy, project, policies, create, Strong, rapidly, Ability, changing, communication, including, andor, influencing, leadership, cultural, solving, order, building"
Google,Administrative Business Partner,Administrative,"Sunnyvale, CA, United States","Serve, Coordinate, facilities, administrative, travel, projects, define, technical, Manage, calendars, strategies, schedule, new, Mentor, book, Build, responsiveness, operational, small, multiple, lead, array, tasks, effective, efficiency, Perform, team, manager, operations, offices, equipment, help, members, existing, duties","degree, equivalent, experience, practical, BABS","tools, year, learn, process, apply, support, job, theory, practices, completion, technology, 1, business, serving, direct, new, Interest, range, Experience, quickly, functions, management, matters, technologies, conception, Internet, Expectation, operational, executive, work, program, communicate, experience, collaborate, lead, issues, confidentiality, project, knowledge, efficiency, Ability, ability, people, improve, diverse, using, Comprehensive, complete, solving, effectively"
Google,Talent Acquisition Specialist,People Operations,"Dublin, Ireland","change, requirements, recruiters, projects, talent, stakeholders, managers, produce, resources, hiring, Manage, sourcing, timelines, Solve, collecting, business, functional, information, new, specifications, potential, methods, solutions, analyzing, Google’s, facilitates, identifying, immediate, leveraging, generate, adhoc, expert, market, share, pools, needs, multiple, alternatives, issues, Generate, search, area, ideas, ongoing, innovative, according, Partner, circumstances, basis, effective, position, leverage, understanding, discovering, Act, strategy, assigned, intelligence, existing, data","degree, equivalent, experience, practical, andor, BABS, Experience, project, consulting, management","talent, generation, sourcinglead, Excellent, skills, sourcing, consistently, contribute, positively, new, Experience, research, functions, environment, facilitation, executive, work, market, multiple, search, tasks, prioritize, techniques, changing, ability, communication, Demonstrated, mapping, Proven, problemsolving, interest, learning, fastpaced, company"
Google,People Consultant Pod Manager,People Operations,"Sunnyvale, CA, United States","inspire, scalable, deliver, clients, Provide, decision, organizational, root, support, stakeholders, HRrelated, HR, implement, empathetic, execution, mobility, answering, business, consultation, Solve, complex, compensation, People, questions, Consultant, solutions, etc, quickly, management, making, disciplines, thought, regarding, provide, cut, multiple, cause, issues, employee, proactive, policies, internal, excellent, rewards, across, team, even, Offer, people, programs, design, boundaries, issue, peoplerelated, guide, simple, complexity, relations, get, motivate, leadership, beyond, matter, performance, strategy, Challenge, items, manager, highest, data, insightful","generalist, degree, global, companies, equivalent, experience, practical, years, 5, people, BABS, HR, supporting, management, partner, 10, leaders, business","change, clients, crossfunctional, solving, Excellent, skills, within, working, based, constraints, complex, problem, analytical, understand, large, Experience, management, work, communicate, consultant, experience, challenge, analyze, influence, recommendations, trends, develop, Ability, ability, Understanding, action, communication, external, well, quo, status, Demonstrated, analysis, collaboration, data"
Google,"Manager, Sales Compensation Design and Compensation Partner",People Operations,"Mountain View, CA, United States","global, plans, change, base, Ensure, incorporate, incentive, Googlers, HR, priorities, Manage, working, benchmarking, business, worldwide, compensation, broadbased, new, payforperformance, sales, includes, initiatives, understand, senior, etc, Google’s, management, planning, globally, expert, drive, key, Be, philosophy, merit, Partner, industry, governance, review, communication, nonsales, equity, function, plan, rolling, bonus, design, andor, sub, teams, executing, leadership, subject, appropriate, matter, adherence, tech","another, statistics, administration, crossfunctionally, solving, quantitative, business, equivalent, compensation, practical, sales, analytical, Experience, consulting, field, roles, uses, experience, years, finance, framing, economics, similar, problems, degree, 6, analyses, BABS, strategy, operations, analysis, qualitative","example, Excellent, skills, Operations, principled, deep, People, written, senior, analyzing, directly, management, proficient, storytelling, verbal, distill, recommendations, trends, project, advanced, audience, ability, spreadsheet, communications, Highly, Comfortable, presenting, Sales, leadership, interest, data"
Google,"Business Intern 2018, Argentina",Finance,"Buenos Aires, Argentina","meaningful, Specific, program, responsibility, teams, interns, contribution, opportunity, given, Google, responsibilities, assigned, start, lot, make","expected, Aires, Buenos, intern, enrolled, 2018, currently, fluently, Spanish, 2019, Google’s, English, university, available, major, Must, July, idiomatically, Argentina, graduation, Be, write, Ability, office, speak, March, December, date","Effective, ambiguous, Googles, organizational, taking, Interest, navigate, challenges, interest, environment, skills, interpersonal, Internet, ability, technology, Analytical, business"
YouTube,"Executive/Administrative Business Partner, YouTube",Administrative,"Los Angeles, CA, United States","Serve, Coordinate, facilities, administrative, manage, travel, define, projects, calendars, strategies, schedule, new, Technical, Mentor, book, Build, Lead, responsiveness, operational, small, multiple, array, tasks, effective, efficiency, Perform, team, manager, operations, offices, equipment, help, members, existing, duties","degree, 5, equivalent, experience, practical, years, direct, support, BABS, executive","tools, learn, process, apply, challenges, job, theory, practices, completion, technology, serving, new, effectively, range, Knowledge, Experience, Lead, functions, management, technologies, conception, operational, program, work, communicate, experience, collaborate, project, internet, efficiency, Ability, ability, people, improve, diverse, Project, using, solving, interest"
Google,Staffing Manager,People Operations,"New York, NY, United States","inspire, deliver, plans, Collaborate, Create, root, support, annual, Get, HR, implement, hiring, Manage, strategies, within, leaders, staffing, hires, business, Finance, complex, critical, client, culture, achieve, solutions, dimensions, management, partner, ensure, broader, cut, growth, results, partners, influence, solve, closely, relationships, cause, multiple, organization, vision, strong, across, audience, plan, team, problems, processes, design, required, issue, able, leadership, status, communicating, emphasizes, quality, matter, effectively, Work, disciplines, speed","recruitment, talent, execution, staffing, 5, equivalent, practical, firm, 10, executive, experience, years, agency, search, managing, leading, team, degree, including, searches, BABS, inhouse, corporate","track, holistically, manage, developing, stakeholders, identify, HR, deeply, skills, Excellent, professionals, complex, build, initiative, galvanize, recruiting, analytical, Adept, demonstrated, expertise, seize, highperforming, set, productive, dependencies, opportunities, 10, work, experience, years, levels, solve, relationships, sleeves, web, numbers, trends, managing, internal, leading, Strong, metrics, strong, Ability, take, ability, problems, communication, done, Comfortable, rolling, teams, discussions, influencing, things, record, strategy, individuals, success, get, participating, Proven, interpersonal, tandem, building, proven, data"
Google,"MBA Intern, Summer 2018",Administrative,"Dublin, Ireland","background, Responsibilities, detailed, projects, interests, skills, based, determined, educational","week, expected, 1012, fulltime, completion, September, enrolled, 2018, please, pursuing, 2019, upon, internship, Must, program, MBA, graduation, Be, resume, include, beginning, MayJuly, return, able, December, complete, date","organizational, implement, Analysis, Operations, skills, Excellent, fields, technology, prior, business, Finance, critical, Interest, Advertising, motivation, Technical, Customer, analytical, management, environment, Internet, Service, program, experience, MBA, issues, develop, ideas, project, Ability, changing, thinking, Googles, Sales, related, interpersonal, Consulting, Demonstrated, resolve, independent, Marketing, Work"
Google,"MBA Intern, Summer 2018",Business Strategy,"Austin, TX, United States","meaningful, Specific, program, responsibility, teams, give, interns, opportunity, given, Google, responsibilities, assigned, start, lot, contribution","week, May, expected, fulltime, authorization, 2018, pursuing, 2019, Have, Must, June, program, work, MBA, graduation, Be, beginning, 1112, able, States, December, complete, date, United","organizational, implement, Excellent, skills, technology, Analytical, business, critical, highly, Interest, difficult, Google’s, management, environment, drive, strategic, solve, project, ideas, ability, industry, changing, problems, thinking, Demonstrated, independent, interpersonal, motivation"
Google,Compensation Analyst,People Operations,"Mountain View, CA, United States","tools, administration, projects, manage, resources, Participate, organizations, automate, outcomes, future, benchmarking, make, technology, delivery, complex, convey, consultation, models, compensation, creation, deep, tease, meaning, development, large, analytics, Build, research, role, Work, planning, available, Play, monitor, program, dives, Analyze, market, draw, recommendations, assigned, numbers, policies, leading, Manipulate, scale, ways, sets, governance, review, conclusions, cycle, processes, reusable, robust, leadership, findings, insights, success, performance, analysis, rating, sustain, use, programs, consideration, data","Business, another, quantitative, equivalent, compensation, practical, Economics, consulting, field, Administration, executive, uses, experience, years, banking, investment, degree, Psychology, andor, BABS, strategy, analysis, 3, Statistics","Effective, see, skills, decisionmaking, oriented, sound, Interest, written, analyzing, environment, competing, work, drive, verbal, attention, software, R, numbers, prioritize, ability, spreadsheet, communications, detail, Proficiency, SQL, well, andor, beyond, Clientservice, demands, data"
Google,MBA Intern 2018,Administrative,"Shanghai, China","If, include, experience, resume, student, interests, Intern, projects, interested, particular, please, area, skills, based, make, sure, determined","year, Business, week, Master, student, minimum, Returning, May, fulltime, graduating, September, BeijingShanghaiHong, completing, 2018, 2019, upon, full, two, internship, 10, Administration, Must, program, first, MBA, July, Be, KongTaipei, basis, time, office, able, December, complete, education","Effective, organizational, implement, Analysis, Operations, skills, Excellent, fields, technology, prior, business, Finance, highly, challenging, Advertising, written, Technical, Customer, interest, management, environment, Internet, operate, Service, program, strategic, drive, experience, MBA, verbal, selfstarter, project, ideas, Ability, ability, problems, changing, communication, Googles, handle, Sales, related, interpersonal, Consulting, Demonstrated, independent, problemsolving, thinker, Marketing, Work"
Google,"Change Management Specialist, Google Professional Services",People Operations,"San Francisco, CA, United States","change, Provide, stakeholders, G, Google, new, deployments, sales, Build, Design, expertise, field, management, opportunities, thought, transformation, topics, assets, partners, relationships, throughout, develop, organization, addressing, internal, strong, customers, Support, guidance, Suite, resistance, Platform, providing, leadership, Develop, cloud, training, subject, matter, maintain","degree, equivalent, experience, practical, years, delivering, BABS, 2, trainings, designing","change, independently, projects, developing, skills, strategies, working, technology, business, client, large, Experience, consulting, management, thought, experience, MBA, multiple, MS, managing, service, Strong, presentation, scale, communication, andor, leadership, training, Account, concurrently, transformations, learning, areas"
Google,"Live Show Producer, Events and Experiences",Marketing & Communications,"San Francisco, CA, United States","Serve, producersproject, needed, everyone, Create, Ensure, talent, artistic, managers, stakeholders, technical, aspects, job, description, production, support, final, Manage, owner, timelines, clear, schedule, master, conjunction, wrapup, management, onscreen, Attend, liaison, provide, work, live, Be, responsible, project, develop, internal, rehearsals, developments, show, budgets, Support, bringing, rehearsal, agencies, external, team, wherever, life, event, contentgraphic, able, performance, inception, effectively, video, meetings, content","degree, 6, live, equivalent, experience, years, eventsshows, BABS, role, professional, similar, producing","passionate, organizational, towards, livephysical, production, events, Selfmotivated, skills, encourage, leaders, presence, background, written, large, stories, Experience, either, senior, theatre, storytelling, executive, live, experience, environments, verbal, side, agency, interfacing, ideas, creative, visual, Strong, producing, others, scale, Ability, show, common, Background, articulate, communication, exceptional, design, influencing, goal, leadership, motivate, Demonstrated, brands, interpersonal, video"
Google,"Cluster Manager, Security (English, Chinese)",Real Estate & Workplace Services,Hong Kong,"Security, support, emergencies, gain, Legal, Force, respond, standards, customized, policies, specified, Perform, regulations, creates, needed, EMS, Collaborate, Google, HR, practices, Manage, business, compliance, assessments, procedures, Services, crime, Health, services, planned, analysis, groups, activities, data, events, benchmarking, present, Facilities, relate, Emergency, etc, staff, security, risk, Assist, develop, identification, Partner, may, vendor, operations, performance, units, vendors, Departments, fire, police, manage, travel, identify, health, within, briefings, regions, unplanned, daily, outside, Guard, Environmental, implementing, geographical, threat, create, internal, special, protective, assessment, external, including, deficiencies, providing, corporate, training, risks","vendors, force, Mandarin, working, equivalent, practical, fluently, Experience, English, 10, contracted, experience, years, security, idiomatically, managing, Chinese, write, Ability, guard, degree, speak, BABS, operations","proven, diplomacy, track, investigations, resources, High, sensitive, skills, customeroriented, Detail, Control, oriented, ethical, conducting, Systems, highly, information, judgment, delivering, written, confidential, Experience, safety, environment, technologies, criminal, applications, standards, verbal, security, software, human, Management, standard, managing, presentation, strong, excellent, communications, personnel, communication, ability, productivity, high, including, programs, Incident, handle, discretion, multitask, record, operations, quality, CCTV, Proven, incidents, Access, fastpaced"
Google,"Cluster Manager, Security (English, Chinese)",Real Estate & Workplace Services,"Xinyi District, Taiwan","Security, support, emergencies, gain, Legal, Force, respond, standards, customized, policies, specified, Perform, regulations, creates, needed, EMS, Collaborate, Google, HR, practices, Manage, business, compliance, assessments, procedures, Services, crime, Health, services, planned, analysis, groups, activities, data, events, benchmarking, present, Facilities, relate, Emergency, etc, staff, security, risk, Assist, develop, identification, Partner, may, vendor, operations, performance, units, vendors, Departments, fire, police, manage, travel, identify, health, within, briefings, regions, unplanned, daily, outside, Guard, Environmental, implementing, geographical, threat, create, internal, special, protective, assessment, external, including, deficiencies, providing, corporate, training, risks","vendors, force, Mandarin, working, equivalent, practical, fluently, Experience, English, 10, contracted, experience, years, security, idiomatically, managing, Chinese, write, Ability, guard, degree, speak, BABS, operations","proven, diplomacy, track, investigations, resources, High, sensitive, skills, customeroriented, Detail, Control, oriented, ethical, conducting, Systems, highly, information, judgment, delivering, written, confidential, Experience, safety, environment, technologies, criminal, applications, standards, verbal, security, software, human, Management, standard, managing, presentation, strong, excellent, communications, personnel, communication, ability, productivity, high, including, programs, Incident, handle, discretion, multitask, record, operations, quality, CCTV, Proven, incidents, Access, fastpaced"
Google,Campus Manager (English and Mandarin),Real Estate & Workplace Services,"Xinyi District, Taiwan","Security, support, emergencies, gain, Legal, Force, respond, standards, customized, policies, specified, Perform, regulations, creates, needed, EMS, Collaborate, Google, HR, practices, Manage, business, compliance, assessments, procedures, Services, crime, Health, services, planned, analysis, groups, activities, data, events, benchmarking, present, Facilities, relate, Emergency, etc, staff, security, risk, Assist, develop, identification, Partner, may, vendor, operations, performance, units, vendors, Departments, fire, police, manage, travel, identify, health, within, briefings, regions, unplanned, daily, outside, Guard, Environmental, implementing, geographical, threat, create, internal, special, protective, assessment, external, including, deficiencies, providing, corporate, training, risks","vendors, force, Mandarin, working, 5, equivalent, practical, Experience, English, contracted, experience, years, Bachelors, security, managing, Chinese, write, Ability, guard, degree, speak, operations","diplomacy, track, paced, investigations, resources, High, sensitive, skills, customeroriented, Detail, Control, oriented, ethical, Systems, conducting, highly, information, judgment, delivering, written, confidential, Experience, safety, environment, technologies, criminal, applications, standards, verbal, security, software, human, Management, standard, managing, presentation, strong, excellent, communications, personnel, communication, ability, productivity, high, including, programs, Incident, handle, discretion, fast, multitask, record, operations, quality, CCTV, Proven, incidents, Access, proven"
Google,Real Estate Portfolio Administrator,Real Estate & Workplace Services,"Sunnyvale, CA, United States","requirements, database, establish, crossfunctional, gathering, proactively, Identify, real, transaction, support, projects, budget, payment, thoroughly, stakeholders, seek, implement, rent, scope, contractual, Manage, priorities, completion, collection, schedule, continual, manage, business, documents, Effectively, procedures, ensure, operational, respond, provide, drive, financial, growth, analyze, purchase, needs, variances, points, Drive, reporting, lease, relationships, develop, managing, according, pertinent, ways, Partner, relationship, dates, scale, industry, review, estate, legal, processes, thorough, workflow, improve, portfolio, vendor, abstraction, communicating, quality, improvements, critical, obligations","work, 5, equivalent, experience, practical, years, administration, finance, real, BABS, related, lease, field, estate","organizational, crossfunctional, explain, identify, implement, Excellent, practices, skills, impeccable, decisionmaking, business, complex, judgment, fastpaced, combined, challenging, analytical, initiatives, written, management, environment, facilitation, Vendor, resolution, outstanding, operational, work, drive, experience, verbal, levels, attention, lead, issues, concepts, capabilities, develop, globe, coworkers, Ability, relationship, ability, processsystem, communication, across, detail, thorough, Exceptional, able, inclusive, offices, Project, Proven, improvements, proven"
YouTube,Real Estate and Workplace Services (REWS) Business Partner,Real Estate & Workplace Services,"San Bruno, CA, United States","decisions, long, Googlers, priorities, ambiguity, value, grow, safety, partner, whole, term, Leverage, employee, ability, relevant, Support, adapt, consider, thorough, perks, creation, comfortable, facilities, towards, balance, businesss, practices, business, expertise, provide, relationships, Facilitate, problems, domain, educate, able, nearterm, subject, objectives, Work, shifting, evaluate, programs, build, implementation, Thrive, solutions, etc, personal, security, teammates, knowledge, impact, best, changing, estate, add, REWS, operations, matter, REWS’, needs, learning, goals, real, navigating, Build, amidst, reprioritize, demonstrate, share, solve, organization, strong, common, communication, including, tailored, strategy, timely","degree, 5, facilities, experience, equivalent, practical, Bachelors, years, office, emphasis, hospitality, services, corporate, property, service, management","bring, facilities, Solid, box, skills, working, client, written, nonstandard, solutions, management, environment, operational, work, strategic, experience, verbal, workplace, multiple, requests, innovative, displaying, creative, Ability, relationship, ability, detailoriented, table, Highly, excellent, communication, office, handle, hospitality, services, Demonstrated, organized, think, fastpaced, collaborative"
Google,"Communications Analyst, Physical Security",Marketing & Communications,"Sunnyvale, CA, United States","deliver, meet, requirements, track, Security, support, templates, notices, progress, Googlers, dashboards, clear, Prepare, collecting, business, message, sources, information, presentations, encourages, Global, development, marketing, continuity, analyzing, metric, messages, strategic, key, Assist, Services, multiple, reports, data, reporting, internal, GSRS, take, Synthesize, communications, document, action, plan, including, resilience, checklists, Develop, emergency, Resilience, objectives, maintain","degree, year, equivalent, BA, practical, experience, Political, Communications, related, marketing, Science, field, Marketing, communications, Journalism, 1","organizational, skills, eye, information, mediums, what’s, Loves, various, Thrives, collect, circumstance, analyze, mode, Keen, reporting, writing, deadline, Strong, best, metrics, communications, ability, proofreading, communication, gather, including, Understands, visualize, timely, use, data"
Google,Global REWS Marketing and Communications Manager,Real Estate & Workplace Services,"Mountain View, CA, United States","tools, scalable, plans, refresh, process, Create, resources, seamless, execution, evolution, Managers, complex, Effectively, expectations, new, engagement, sculpt, roadblocks, management, campaigns, partner, operational, strategic, activation, Drive, capabilities, prioritize, across, understanding, robust, network, get, help, effectively, channels, bring, global, clients, stakeholder, brand, Communications, engage, intent, Break, quantitative, consistently, business, overall, focused, initiatives, marketing, approaches, engaging, thought, provide, Define, workplace, points, levels, direction, dedicated, multiple, innovative, trends, context, innovation, customers, users, well, processes, influencing, portfolio, services, communicating, insights, Marketing, qualitative, Work, programs, data, crossfunctional, projects, define, creativeunique, coach, team’s, customer, creating, architecture, strategies, Advise, Specialists, judgment, implementation, range, development, mortem, satisfaction, Lead, touch, conception, drive, integrated, programming, assets, Own, end, Optimize, develop, creative, ongoing, impact, best, inclusion, activating, tactics, communications, industry, team, around, lines, design, REWS, remove, Help, performance, REWS’, use, members, existing, content, values, change, equipping, vendors, drawing, supports, deploy, manage, stakeholders, goals, mold, based, creativity, leaders, conveys, sound, effectiveness, Use, increase, traditional, experiences, homegrown, work, experience, foster, partners, broad, world, Be, organization, collaborators, internal, leading, create, communication, post, done, productivity, external, function, Set, including, teams, Develop, strategy, brands, visionary","degree, Business, equivalent, experience, practical, years, BABS, Communications, marketing, Management, role, consulting, field, management, Marketing, 10, communications, relevant","ambiguous, plans, track, complex, mediums, engagement, Experience, preferably, field, management, Outstanding, operational, strategic, closely, writing, project, across, people, related, effectively, channels, global, Illustrated, brand, developing, internally, skills, impeccable, business, simultaneously, initiatives, analytical, marketing, thrive, demonstrated, planning, collaborate, landscape, levels, multiple, relationships, capture, producing, Masters, digital, Googles, Exceptional, externally, problemsolving, cultural, programs, organizational, crossfunctional, projects, strategies, judgment, delivering, range, influence, voice, fastmoving, managing, impact, activating, effective, Ability, communications, team, degree, design, record, multicountry, Direct, values, content, change, Distinctive, stakeholders, working, platforms, equivalent, practical, combined, achieve, environment, dynamic, collaboratively, experience, organization, driving, leading, create, strong, presentation, Track, communication, including, teams, andor, materials, diverse, proven"
Google,"Technical Program Manager, Executive and Event Production",Real Estate & Workplace Services,"Mountain View, CA, United States","vendors, requirements, crews, Create, theatrical, camera, resources, manage, freelance, technical, aesthetic, production, Manage, within, AudioVisual, technology, incoming, ManagerStage, systems, Manager, installed, documentation, Technical, angles, etc, state, directing, partner, set, liaison, companies, expert, experience, relationships, Be, responsible, knowledge, innovative, art, team, digital, Engineering, external, event, design, displays, required, Act, vendor, spaces, equipment, maintenance, audiovisual, broadcast, use, analog, stage","entertainment, theatrical, 7, productions, production, working, AudioVisual, equivalent, practical, large, professional, field, experience, years, relevant, degree, related, BABS, setting","following, independently, projects, travel, Engineer, periodically, Camera, sensitive, current, emerging, Board, Director, proprietary, production, AudioVisual, Technician, Multicam, information, Manager, Audio, Operator, coordination, large, extremely, Experience, state, system, management, environment, Lighting, Conferencing, tool, work, standards, Video, attention, confidentiality, project, internal, part, art, integration, scale, Understanding, industry, Ability, sets, team, detail, external, Editor, design, required, Stage, complete, disciplines, fastpaced, maintain"
Google,"Project Manager, Security Systems",Real Estate & Workplace Services,"Sunnyvale, CA, United States","Plan, drawings, plans, Security, Google, contract, Assess, Manage, practices, timelines, implementations, make, ticket, business, reviewing, Managers, rollouts, physical, managementbased, Implement, deployments, coordination, culture, workflows, Consultants, system, integrators, management, tickets, technologies, ensure, Service, work, logical, Technicians, security, partners, risk, recommendations, end, queues, employee, develop, hardwaresoftware, project, internal, System, Installers, execute, impact, manufacturing, customers, variety, team, utilizing, industry, manufacturers, consider, third, frameworks, communications, users, party, processes, andor, oversee, timely, operations, corporate, recommended, Project, service, proper, building, architectures","projects, travel, working, deployment, systems, 5, equivalent, practical, infrastructure, internationally, management, experience, years, security, Management, domestically, Ability, time, degree, BABS, 25, Project","Effective, proven, deliver, standalone, organizational, towards, simultaneous, projects, resources, independently, challenges, PMP, Creative, priorities, skills, meticulous, complex, systems, equivalent, ambiguity, practical, initiatives, analytical, thrive, certification, Experience, management, environment, outstanding, manner, competing, work, experience, results, security, selfstarter, direction, multiple, attention, project, managing, others, part, Ability, limited, excellent, team, ability, communication, detail, deal, approach, guide, timely, largescale, driven, solving, interpersonal, fastpaced, data"
Google,"Cluster Manager, Security (English, Chinese)",Real Estate & Workplace Services,"Beijing, China","Security, support, emergencies, gain, Legal, Force, respond, standards, customized, policies, specified, Perform, regulations, creates, needed, EMS, Collaborate, Google, HR, practices, Manage, business, compliance, assessments, procedures, Services, crime, Health, services, planned, analysis, groups, activities, data, events, benchmarking, present, Facilities, relate, Emergency, etc, staff, security, risk, Assist, develop, identification, Partner, may, vendor, operations, performance, units, vendors, Departments, fire, police, manage, travel, identify, health, within, briefings, regions, unplanned, daily, outside, Guard, Environmental, implementing, geographical, threat, create, internal, special, protective, assessment, external, including, deficiencies, providing, corporate, training, risks","vendors, force, Mandarin, working, equivalent, practical, fluently, Experience, English, 10, contracted, experience, years, security, idiomatically, managing, Chinese, write, Ability, guard, degree, speak, BABS, operations","proven, diplomacy, track, investigations, resources, High, sensitive, skills, customeroriented, Detail, Control, oriented, ethical, conducting, Systems, highly, information, judgment, delivering, written, confidential, Experience, safety, environment, technologies, criminal, applications, standards, verbal, security, software, human, Management, standard, managing, presentation, strong, excellent, communications, personnel, communication, ability, productivity, high, including, programs, Incident, handle, discretion, multitask, record, operations, quality, CCTV, Proven, incidents, Access, fastpaced"
Google,Global Investigator,Real Estate & Workplace Services,"New York, NY, United States","deliver, possible, allow, international, process, law, government, manage, managers, sector, mitigate, identify, HR, employees, accurate, practices, collecting, business, counterparts, worldwide, information, domestic, physical, harm, could, suspected, Investigate, vandalism, summarizing, research, peers, violations, management, enforcement, address, contractors, provide, protocols, conditions, recommend, crises, assets, codes, assess, finance, relationships, reports, audits, threat, private, policy, policies, evaluating, inappropriate, threats, assessment, conduct, well, Conduct, Googles, deficiencies, disseminating, interviews, Develop, services, timely, appropriate, findings, theft, intelligence, weaknesses, company","degree, equivalent, experience, practical, years, investigations, private, BABS, sector, 4, sectorpublic, environment","supply, year, national, international, investigations, practices, 1, crimes, violence, chain, conducting, thefts, fluently, Spanish, corrupt, certification, insider, financial, Investigative, experience, Hindi, idiomatically, workplace, threat, organization, ranging, mitigation, leading, interviewing, nonconfrontational, write, techniques, Ability, Chinese, speak, including, Interview, interviews, diverse, CCTV, Portuguese"
Google,Real Estate District Development Executive,Real Estate & Workplace Services,"Sunnyvale, CA, United States","plans, Create, Schedule, outcomes, execution, delivery, deep, management, right, entitlements, project, construction, budgets, understanding, Contractor, regular, District, individual, Manage, clearly, CEQANEPA, workplace, General, Management, Process, desired, innovation, Strategy, time, users, Project, parcels, objectives, Architect, building, meetings, Development, Cost, Charters, Engagement, principles, Prepare, master, delivering, development, solutions, Consultant, frames, size, articulating, Vision, team, Information, design, requirement, coordinate, schedules, Land, Projects, base, Strategize, manage, working, Owner, Community, urban, varying, full, Use, Google’s, coordinating, along, throughout, vision, predevelopment, internal, Place, Creation, period, teams, strategy","sustainable, engineering, process, towards, projects, real, architecture, within, complex, equivalent, direct, practical, ecosystems, conceptualizing, engagement, emphasis, development, large, designconstruction, Use, Experience, field, planning, management, 10, experience, years, entitling, assets, running, project, construction, developments, industry, estate, mixed, degree, including, design, BABS, related, Construction, corporate, medium, potentially, community, Land, use, Development","deliver, paced, stakeholders, produce, Accreditation, Excellent, skills, presentations, initiatives, senior, Experience, translate, management, environment, executive, evolving, communicate, strategic, reports, prioritizing, project, ideas, capabilities, effective, Ability, ability, MBAMS, LEED, degree, fast, leadership, status, hightech, deliverables, fastpaced"
Google,Global Investigator,Real Estate & Workplace Services,"Chicago, IL, United States","deliver, possible, allow, international, process, law, government, manage, managers, sector, mitigate, identify, HR, employees, accurate, practices, collecting, business, counterparts, worldwide, information, domestic, physical, harm, could, suspected, Investigate, vandalism, summarizing, research, peers, violations, management, enforcement, address, contractors, provide, protocols, conditions, recommend, crises, assets, codes, assess, finance, relationships, reports, audits, threat, private, policy, policies, evaluating, inappropriate, threats, assessment, conduct, well, Conduct, Googles, deficiencies, disseminating, interviews, Develop, services, timely, appropriate, findings, theft, intelligence, weaknesses, company","degree, equivalent, experience, practical, years, investigations, private, BABS, sector, 4, sectorpublic, environment","supply, year, national, international, investigations, practices, 1, crimes, violence, chain, conducting, thefts, fluently, Spanish, corrupt, certification, insider, financial, Investigative, experience, Hindi, idiomatically, workplace, threat, organization, ranging, mitigation, leading, interviewing, nonconfrontational, write, techniques, Ability, Chinese, speak, including, Interview, interviews, diverse, CCTV, Portuguese"
Google,Physical Security Manager,Real Estate & Workplace Services,"Warszawa, Poland","riskbased, securityrisk, Coordinate, vendors, needed, Security, support, investigations, emergencies, mitigate, Google, ergonomics, resource, events, Operations, practices, Manage, make, unplanned, consultation, counterparts, daily, Site, systems, Global, Guard, posture, potential, Force, safety, Lead, Vendor, respond, drills, provide, protocols, implementing, inform, standards, security, lifesafety, Assist, assess, recommendations, closely, Services, risk, Management, Be, responsible, policies, GSRS, Partner, special, efforts, Leadership, team, Facility, guidance, assessment, providing, services, operations, corporate, EMEA, training, planned, Resilience, performance, advice, offer, risks, activities, allocation","degree, speak, equivalent, experience, practical, idiomatically, fluently, Polish, BABS, English, write, Ability","Effective, international, judgement, investigations, sensitive, practices, skills, working, problem, information, highly, confidential, Knowledge, Experience, safety, management, environment, campus, security, multiple, attention, essential, laws, Ability, ability, sites, detail, office, approach, handle, Multidisciplinary, discretion, multitask, Demonstrated, toward, agility, solving, programs, fastpaced"
